cluster,Bitcoin_lag1,Bitcoin_lag2,Bitcoin_rollmean5,Bitcoin_rollvol5,Bitcoin_rollvol20,Bitcoin_mom20,Bitcoin_mom60,Bitcoin_vol_ratio_5_20,Bitcoin_vol_ratio_20_60,Bitcoin_drawdown_60d,Bitcoin_drawdown_252d,Bitcoin_extreme_return_flag,Ethereum_lag1,Ethereum_rollvol20,Ethereum_corr_with_Bitcoin_60d,Ethereum_high_vol_regime,USD Index_lag2,USD Index_rollvol5,Gold_corr_with_Bitcoin_60d,Silver_corr_with_Bitcoin_60d,WTI Oil_high_vol_regime,Bitcoin_next_return
0,-0.011474219218348021,-0.01111810812907918,-0.0120476468930331,0.046726899321728375,0.04966169118083109,-0.1804568110838151,-0.2313800222024168,0.9695030522271708,1.0688016384383352,-0.3224323106615725,-0.5183276896642964,0.029315960912052116,-0.014617094243486,0.0674291042372636,0.8609895351665786,0.41042345276872966,0.0006760644740184355,0.004980870987620968,0.0945207095561352,0.1548873612785743,0.4201954397394137,-0.0002846843349308416
1,0.0055465788312899144,0.005442184187077337,0.00571750072214028,0.0329119824718838,0.036449362937412515,0.09426334531713519,0.17370960172606564,0.8987779583056495,0.9267268376317342,-0.11953135042222438,-0.26903292320093253,0.010256410256410256,0.007030312281130833,0.04594597063931408,0.8324130628230914,0.15487179487179487,-0.00014539660520342159,0.003488682374726467,0.15769798808181273,0.16591726715550362,0.19589743589743588,0.0020366729701950903
